gara,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
Marcia_10km,3437.0,57:17,2.0,LOTFI Fatima,1992,PF,A.S. OLIMPIA CLUB,9 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/LOTFI-Fatima/drKRkpSla2g%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,3439.0,57:19,2.0,ANGELINI Anna pia,1994,JF,ALTERATLETICA LOCOROTONDO,3 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/ANGELINI-Anna-pia/hKiSmpWlcGo%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3450.0,57:30,2.0,GOZZI Maria giulia,1996,AF,RUNNING CLUB FUTURA,6 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/GOZZI-Maria-giulia/f62RkpKfbWk%3D,https://www.fidal.it/societa/RUNNING-CLUB-FUTURA/RS195
Marcia_10km,3456.0,57:36,2.0,MARCENCO Natalia,1954,SF55,ASSINDUSTRIA SPORT PADOVA,2 su- 1,Jyvaskyla,2012-04-07,https://www.fidal.it/atleta/MARCENCO-Natalia/eKiRlJWja2s%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,3476.0,57:56,2.0,CACCIOTTI Diana,1995,AF,ATL. ROMA SUD,6 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/CACCIOTTI-Diana/f6iRmZqicWY%3D,https://www.fidal.it/societa/ATL--ROMA-SUD/RS521
Marcia_10km,3485.0,58:05,2.0,PELLIZZER Sara,1995,AF,ATLETICA DI MARCA,7 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/PELLIZZER-Sara/eKyRkpajbWo%3D,https://www.fidal.it/societa/ATLETICA-DI-MARCA/TV390
Marcia_10km,3487.0,58:07,2.0,NARDONI Alessia,1996,AF,N.ATL. FANFULLA LODIGIANA,9 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/NARDONI-Alessia/dq2Rk5Ofb2k%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
Marcia_10km,3489.0,58:09,2.0,COPPOLA Chiara,1996,AF,ASD ENTERPRISE SPORT & SERVICE,4 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/COPPOLA-Chiara/gK2RkpKfaGo%3D,https://www.fidal.it/societa/ASD-ENTERPRISE-SPORT-&-SERVICE/AV208
Marcia_10km,3498.0,58:18,2.0,COLOMBI Nicole,1995,AF,U.S. SCANZOROSCIATE,8 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/COLOMBI-Nicole/dqmRl5WjaGo%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
Marcia_10km,3499.0,58:19,2.0,FRATE Victoria antonella,1996,AF,ATLETICA TRENTO CMB,6 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/FRATE-Victoria-antonella/d6iRk5WkcWc%3D,https://www.fidal.it/societa/ATLETICA-TRENTO-CMB/TN101
Marcia_10km,3500.0,58:20,2.0,DI PALMA Annita,1982,SF,A.S. OLIMPIA CLUB,6 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/DI-PALMA-Annita/hKmRkpWna2k%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,3510.0,58:30,2.0,ZAMPINI Chiara,1983,SF,ASA ASCOLI PICENO,5 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/ZAMPINI-Chiara/e6iRkpakamw%3D,https://www.fidal.it/societa/ASA-ASCOLI-PICENO/AP005
Marcia_10km,3541.0,59:01,2.0,LENTINI Andrea,1995,AF,A.S.D. C.U.S. PALERMO,1 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/LENTINI-Andrea/h66RkpKlbGU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
Marcia_10km,3546.0,59:06,2.0,GOZZI Maria giulia,1996,AF,RUNNING CLUB FUTURA,7 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/GOZZI-Maria-giulia/f62RkpKfbWk%3D,https://www.fidal.it/societa/RUNNING-CLUB-FUTURA/RS195
Marcia_10km,3552.0,59:12,2.0,MARINUCCI Giulia,1996,AF,ATLETICA GRAN SASSO SSD A R.L.,2 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/MARINUCCI-Giulia/gauRkpKja2M%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
Marcia_10km,3556.0,59:16,2.0,CANNITO Giovanna,1996,AF,A.S. OLIMPIA CLUB,5 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/CANNITO-Giovanna/hKmRkpOicGs%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
Marcia_10km,3564.0,59:24,2.0,TEDALDI Beatrice,1996,AF,ATL. ALESSANDRIA,10 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/TEDALDI-Beatrice/dKmRk5mhb2s%3D,https://www.fidal.it/societa/ATL--ALESSANDRIA/AL001
Marcia_10km,3565.0,59:25,2.0,NOVAGA Federica,1995,AF,A.S.D. ATLETICA DON MILANI,5 su- 1,Macerata,2012-09-09,https://www.fidal.it/atleta/NOVAGA-Federica/hK2RkpKfbmM%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3583.0,59:43,2.0,SCROCCARELLO Annalisa,1994,JF,A.S.D. 'THEATE WALK',5 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/SCROCCARELLO-Annalisa/gaiRk5encWc%3D,https://www.fidal.it/societa/A-S-D--THEATE-WALK-/CH162
Marcia_10km,3593.0,59:53,2.0,TASINI Francesca,1996,AF,U.S. QUERCIA TRENTINGRANA,7 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/TASINI-Francesca/d6iRk5KkcWw%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
Marcia_10km,3609.0,1h00:09,2.0,MILONE Denise,1996,AF,FIAMME GIALLE G. SIMONI,11 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/MILONE-Denise/f6yRkpKkaWM%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
Marcia_10km,3618.0,1h00:18,2.0,VAGNONI Maria,1996,AF,ALTO LAZIO A.S.D.,8 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/VAGNONI-Maria/f6iRmZana2c%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
Marcia_10km,3618.0,1h00:18,2.0,VAGNONI Maria,1996,AF,ALTO LAZIO A.S.D.,12 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/VAGNONI-Maria/f6iRmZana2c%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
Marcia_10km,3627.0,1h00:27,2.0,MENGARDO Marta,1996,AF,CANTU`ATLETICA,8 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/MENGARDO-Marta/dquRkpegaWw%3D,https://www.fidal.it/societa/CANTU`ATLETICA/CO169
Marcia_10km,3638.0,1h00:38,2.0,CORTESI Maria teresa,1996,AF,N.ATL. FANFULLA LODIGIANA,10 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/CORTESI-Maria-teresa/dq2RlZKlbGQ%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
Marcia_10km,3649.0,1h00:49,2.0,NOVAGA Federica,1995,AF,A.S.D. ATLETICA DON MILANI,9 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/NOVAGA-Federica/hK2RkpKfbmM%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3651.0,1h00:51,2.0,MARCENCO Natalia,1954,SF55,ASSINDUSTRIA SPORT PADOVA,6 su- 1,Porto San Giorgio,2012-06-02,https://www.fidal.it/atleta/MARCENCO-Natalia/eKiRlJWja2s%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
Marcia_10km,3673.0,1h01:13,2.0,NOVAGA Federica,1995,AF,A.S.D. ATLETICA DON MILANI,6 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/NOVAGA-Federica/hK2RkpKfbmM%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3693.0,1h01:33,2.0,DELL'AQUILA Nicoletta,1988,SF,ALTERATLETICA LOCOROTONDO,11 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/DELL-AQUILA-Nicoletta/hKiSmZSja2c%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3695.0,1h01:35,2.0,SBERNARDORI Elena,1991,PF,ASD INTERFLUMINA E' PIU' POMI',12 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/SBERNARDORI-Elena/dqyRlpiobGY%3D,https://www.fidal.it/societa/ASD-INTERFLUMINA-E-PIU-POMI-/PR484
Marcia_10km,3698.0,1h01:38,2.0,FIORENDI Marta,1996,AF,N.ATL. FANFULLA LODIGIANA,11 se- 3,Lugano,2012-03-18,https://www.fidal.it/atleta/FIORENDI-Marta/dq2RlJioamY%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
Marcia_10km,3736.0,1h02:16,2.0,PONTASSUGLIA Lorita,1994,JF,A.S.D. ATLETICA DON MILANI,4 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/PONTASSUGLIA-Lorita/hKiSmpWma2U%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3795.0,1h03:15,2.0,CALELLA Annalisa,1994,JF,ALTERATLETICA LOCOROTONDO,5 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/CALELLA-Annalisa/hKmRkpSiamY%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
Marcia_10km,3842.0,1h04:02,2.0,COPPA Eleonora,1992,PF,ATL. STUDENTESCA CA.RI.RI,7 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/COPPA-Eleonora/f6iRmZOlamo%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
Marcia_10km,3853.0,1h04:13,2.0,CORMACI Silvia,1994,JF,TOSCANA ATL.EMPOLI NISSAN,13 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/CORMACI-Silvia/faiSkpKjcGw%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
Marcia_10km,3869.0,1h04:29,2.0,NOVAGA Federica,1995,AF,A.S.D. ATLETICA DON MILANI,13 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/NOVAGA-Federica/hK2RkpKfbmM%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,3901.0,1h05:01,2.0,PROCOLI Valeria,1995,AF,ATL. STUDENTESCA CA.RI.RI,10 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/PROCOLI-Valeria/f6iRmJajaGk%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
Marcia_10km,3914.0,1h05:14,2.0,FACCHINETTI Flavia,1995,AF,ALTO LAZIO A.S.D.,14 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/FACCHINETTI-Flavia/f6iRmJSjcGw%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
Marcia_10km,3948.0,1h05:48,2.0,COLOMBO Claudia,1996,AF,RHODIGIUM TEAM A.S.D.,11 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/COLOMBO-Claudia/eKuRkpKfcWo%3D,https://www.fidal.it/societa/RHODIGIUM-TEAM-A-S-D-/RO298
Marcia_10km,3967.0,1h06:07,2.0,BACHETTI Barbara,1994,JF,ASA ASCOLI PICENO,14 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/BACHETTI-Barbara/e6qRkpKnbmk%3D,https://www.fidal.it/societa/ASA-ASCOLI-PICENO/AP005
Marcia_10km,3971.0,1h06:11,2.0,FACCHINETTI Flavia,1995,AF,ALTO LAZIO A.S.D.,12 su- 1,Latina,2012-01-29,https://www.fidal.it/atleta/FACCHINETTI-Flavia/f6iRmJSjcGw%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
Marcia_10km,4059.0,1h07:39,2.0,BRUNO Veronica,1994,JF,A.S.D. ATLETICA DON MILANI,6 su- 1,Andria,2012-03-11,https://www.fidal.it/atleta/BRUNO-Veronica/hK2RkpKnbGs%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-DON-MILANI/TA451
Marcia_10km,4130.0,1h08:50,2.0,SETTI Elena,1961,SF50,U.S. QUERCIA TRENTINGRANA,10 su- 1,Villa Di Serio,2012-10-14,https://www.fidal.it/atleta/SETTI-Elena/d6iRk5SfcWo%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
Marcia_10km,4177.0,1h09:37,2.0,GALLINO Debora,1995,AF,ATL. ALESSANDRIA,15 su- 1,Grottammare,2012-10-28,https://www.fidal.it/atleta/GALLINO-Debora/dKmRk5mjbWo%3D,https://www.fidal.it/societa/ATL--ALESSANDRIA/AL001
Marcia_10km,4277.0,1h11:17,2.0,CALELLA Annalisa,1994,JF,ALTERATLETICA LOCOROTONDO,6 su- 1,Molfetta,2012-04-29,https://www.fidal.it/atleta/CALELLA-Annalisa/hKmRkpSiamY%3D,https://www.fidal.it/societa/ALTERATLETICA-LOCOROTONDO/BA089
