Prestazione,Vento,Atleta,Anno,Categoria,Società,Posizione,Luogo,Data,Link Atleta,Link Società
32:09.5,,BINDA Daniele,1985,PM,CO-VER SPORTIVA MAPEI,6 su- 1,Novara,2005-04-24,https://www.fidal.it/atleta/BINDA-Daniele/drKRkpOjbms%3D,https://www.fidal.it/societa/CO-VER-SPORTIVA-MAPEI/VB014
32:11.57,,CORINO Marco,1979,SM,UNIVERSALE ALBA DOCILIA,1 su- 1,Genova,2005-04-24,https://www.fidal.it/atleta/CORINO-Marco/dKiRkpWiamQ%3D,https://www.fidal.it/societa/UNIVERSALE-ALBA-DOCILIA/SV037
32:11.97,,VITTORI Francesco,1982,SM,GOLDEN CLUB RIMINI INTERNAT.,4 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/VITTORI-Francesco/eqiRlJOmaGQ%3D,https://www.fidal.it/societa/GOLDEN-CLUB-RIMINI-INTERNAT-/RN333
32:12.1,,SCURO Vincenzo,1987,JM,ATL. ALESSANDRIA,7 su- 1,Novara,2005-04-24,https://www.fidal.it/atleta/SCURO-Vincenzo/dKmRkpqgb2o%3D,https://www.fidal.it/societa/ATL--ALESSANDRIA/AL001
32:12.50,,SARLI Ennio,1973,SM,TOSCANA ATLETICA,6 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/SARLI-Ennio/faiRkpKmaGs%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA/FI018
32:12.96,,BOGDANICH Massimiliano,1966,SM35,CALCESTRUZZI CORRADINI EXCELS.,5 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/BOGDANICH-Massimiliano/eKiRkpWgbmU%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
32:16.7,,BOLDRINI Alberto,1971,SM,C.C.S. COGNE AOSTA ATLETICA,1 se- 1,Aosta,2005-04-21,https://www.fidal.it/atleta/BOLDRINI-Alberto/jKiRkpKfbWo%3D,https://www.fidal.it/societa/C-C-S--COGNE-AOSTA-ATLETICA/AO001
32:16.76,,SOPINI Roberto,1968,SM35,ATL. C.S.S.R. BRESCIA,6 se- 2,Brescia,2005-05-07,https://www.fidal.it/atleta/SOPINI-Roberto/dqiRkpSkcGk%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
32:17.83,,PLESNIKAR Franco,1969,SM35,ATLETICA ALTO FRIULI,10 su- 1,Treviso,2005-04-23,https://www.fidal.it/atleta/PLESNIKAR-Franco/eayRkpehaWM%3D,https://www.fidal.it/societa/ATLETICA-ALTO-FRIULI/UD115
32:20.76,,VACCINA Tommaso,1980,SM,C.U.S. PAVIA,7 se- 2,Brescia,2005-05-07,https://www.fidal.it/atleta/VACCINA-Tommaso/dqAAARlpijamk%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
32:21.3,,LO PICCOLO Filippo,1979,SM,VIOLETTACLUB,3 su- 1,Sellia Marina,2005-04-24,https://www.fidal.it/atleta/LO-PICCOLO-Filippo/h6iRlJalbWs%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
32:21.78,,CHIARELLI Berardo,1980,SM,CLUB ATLETICO LAURIA,13 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/CHIARELLI-Berardo/haiRkpOjcGY%3D,https://www.fidal.it/societa/CLUB-ATLETICO-LAURIA/PZ034
32:27.45,,BISTONI Diego,1972,SM,ATL. CASTELLO,7 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/BISTONI-Diego/faiRk5ujaGc%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
32:28.5,,CITO Maurizio,1986,JM,ULIVETO UISP ATLETICA SIENA,2 su- 1,Siena,2005-06-30,https://www.fidal.it/atleta/CITO-Maurizio/faiRm5Kob2M%3D,https://www.fidal.it/societa/ULIVETO-UISP-ATLETICA-SIENA/SI043
32:32.2,,BRESCIANI Giorgio,1966,SM35,ATL. C.S.S.R. BRESCIA,6 su- 1,Brescia,2005-09-21,https://www.fidal.it/atleta/BRESCIANI-Giorgio/dqiRkpWmbmc%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
32:36.06,,BIONDI Fabio,1972,SM,G.S. GABBI,6 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/BIONDI-Fabio/eqiRk5SgcWU%3D,https://www.fidal.it/societa/G-S--GABBI/BO005
32:37.28,,TIMONCINI Marco,1979,SM,ATL. AVIS CASTEL S.PIETRO,7 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/TIMONCINI-Marco/eqiRkpShaWY%3D,https://www.fidal.it/societa/ATL--AVIS-CASTEL-S-PIETRO/BO023
32:39.6,,FERRARO Ederuccio,1987,JM,ATL.  G.S. MIOTTI ARCISATE,1 se- 1,Guanzate,2005-09-01,https://www.fidal.it/atleta/FERRARO-Ederuccio/drKRkpOgbGc%3D,https://www.fidal.it/societa/ATL--G-S--MIOTTI-ARCISATE/VA394
32:39.8,,MERZARIO Paolo,1975,SM,A.ATL. LECCO-COLOMBO COSTRUZ.,2 se- 1,Guanzate,2005-09-01,https://www.fidal.it/atleta/MERZARIO-Paolo/dqiRkpafaWo%3D,https://www.fidal.it/societa/A-ATL--LECCO-COLOMBO-COSTRUZ-/CO208
32:40.2,,SCALISI Alfio,1974,SM,A.S.D. ATHL. C.FUTURA PATERNO',3 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/SCALISI-Alfio/h6iRlJikbms%3D,https://www.fidal.it/societa/A-S-D--ATHL--C-FUTURA-PATERNO-/CT431
32:42.04,,MERZARIO Paolo,1975,SM,A.ATL. LECCO-COLOMBO COSTRUZ.,8 se- 2,Brescia,2005-05-07,https://www.fidal.it/atleta/MERZARIO-Paolo/dqiRkpafaWo%3D,https://www.fidal.it/societa/A-ATL--LECCO-COLOMBO-COSTRUZ-/CO208
32:42.6,,RAITI Alessandro,1983,PM,A.S. DIL. ATL. LINGUAGLOSSA,2 se- 4,Roma,2005-04-30,https://www.fidal.it/atleta/RAITI-Alessandro/h6iRlZKob2o%3D,https://www.fidal.it/societa/A-S--DIL--ATL--LINGUAGLOSSA/CT515
32:43.62,,BENINI Luca,1983,PM,A.S. ATLETICA 85 FAENZA,8 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/BENINI-Luca/eqiRlJKfbWc%3D,https://www.fidal.it/societa/A-S--ATLETICA-85-FAENZA/RA094
32:46.16,,IBBA Gianfranco,1968,SM35,ATL. PARATICO,9 se- 2,Brescia,2005-05-07,https://www.fidal.it/atleta/IBBA-Gianfranco/dqiRk5mhbWQ%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
32:46.7,,BRUNO Antonio,1983,PM,LIBERTAS ATL.LAMEZIA,4 su- 1,Sellia Marina,2005-04-24,https://www.fidal.it/atleta/BRUNO-Antonio/hqiRk5KhbGc%3D,https://www.fidal.it/societa/LIBERTAS-ATL-LAMEZIA/CZ009
32:49.88,,GIOVANNELLI Andrea,1986,JM,ATL. VIRTUS  CR LUCCA,8 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/GIOVANNELLI-Andrea/faiRlJeibGw%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
32:52.1,,DACCO' Davide,1968,SM35,CO-VER SPORTIVA MAPEI,8 su- 1,Novara,2005-04-24,https://www.fidal.it/atleta/DACCO-Davide/dKiRkpSjbmM%3D,https://www.fidal.it/societa/CO-VER-SPORTIVA-MAPEI/VB014
32:53.4,,ROVELLA Carlo,1972,SM,ATLETICA SANDRO CALVESI,5 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/ROVELLA-Carlo/h6iRkpKlb2g%3D,https://www.fidal.it/societa/ATLETICA-SANDRO-CALVESI/AO004
32:53.58,,RUGGIERO Andrea,1972,SM,ATL. C.S.S.R. BRESCIA,1 se- 1,Brescia,2005-05-07,https://www.fidal.it/atleta/RUGGIERO-Andrea/dquRkpSgbWY%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
32:55.7,,DE VITA Claudio,1985,PM,LIB. POL. AMAT. ATL. BN,4 se- 2,Avellino,2005-04-24,https://www.fidal.it/atleta/DE-VITA-Claudio/gKiRk5mfcGY%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
32:55.9,,FERRAGINA Andrea,1978,SM,VIOLETTACLUB,5 su- 1,Sellia Marina,2005-04-24,https://www.fidal.it/atleta/FERRAGINA-Andrea/hqiRk5KkbGo%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
32:58.54,,FERRARIO Marco,1980,SM,CANTU`ATLETICA,10 se- 2,Brescia,2005-05-07,https://www.fidal.it/atleta/FERRARIO-Marco/dqiRkpufb2o%3D,https://www.fidal.it/societa/CANTU`ATLETICA/CO169
32:58.9,,AGUZZI Roberto,1970,SM35,ATL. C.S.S.R. BRESCIA,7 su- 1,Brescia,2005-09-21,https://www.fidal.it/atleta/AGUZZI-Roberto/dqiRkpeja2c%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
33:07.9,,VILLARI Fabio,1987,JM,A.S.D. C.A.S. PIETRO CLARENZA,1 su- 1,Catania,2005-06-25,https://www.fidal.it/atleta/VILLARI-Fabio/h6iRlJikbWg%3D,https://www.fidal.it/societa/A-S-D--C-A-S--PIETRO-CLARENZA/CT262
33:08.10,,PINAMONTI Guido,1967,SM35,ATL.  VALLI DI NON E SOLE,7 se- 1,Castelvecchio,2005-07-09,https://www.fidal.it/atleta/PINAMONTI-Guido/d6iRkpukbms%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
33:08.3,,NOVARIA Alessandro,1975,SM,BRUNI PUBBL. ATL. VOMANO,14 se- 2,Osimo,2005-04-24,https://www.fidal.it/atleta/NOVARIA-Alessandro/dK6RlJWnamc%3D,https://www.fidal.it/societa/BRUNI-PUBBL--ATL--VOMANO/TE049
33:09.0,,PANTALLA Fabio,1984,PM,ASAL FOLIGNO,15 se- 2,Osimo,2005-04-24,https://www.fidal.it/atleta/PANTALLA-Fabio/fqiRkpmhbWU%3D,https://www.fidal.it/societa/ASAL-FOLIGNO/PG007
33:09.4,,VITALINI Marco,1982,SM,C.S.D. FIAMME GIALLE AOSTA,2 se- 1,Aosta,2005-04-21,https://www.fidal.it/atleta/VITALINI-Marco/jKiRlJSma2Y%3D,https://www.fidal.it/societa/C-S-D--FIAMME-GIALLE-AOSTA/AO010
33:09.8,,MAIORANA Gaspare,1978,SM,G.S. DILETT. 5 TORRI TRAPANI,2 su- 1,Catania,2005-06-25,https://www.fidal.it/atleta/MAIORANA-Gaspare/h6iRkpalbmY%3D,https://www.fidal.it/societa/G-S--DILETT--5-TORRI-TRAPANI/TP173
33:10.22,,DE ZORDO Dario,1974,SM,ATL.INTERLOZZO,11 su- 1,Treviso,2005-04-23,https://www.fidal.it/atleta/DE-ZORDO-Dario/eKiRlZOkaWo%3D,https://www.fidal.it/societa/ATL-INTERLOZZO/BL015
33:11.99,,TOSETTI Paolo,1980,SM,ATL.C.R.PISTOIA E PESCIA,9 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/TOSETTI-Paolo/eqiRlJikb2o%3D,https://www.fidal.it/societa/ATL-C-R-PISTOIA-E-PESCIA/PT115
33:13.48,,TIBERTI Tito,1981,SM,C.U.S. PAVIA,2 se- 1,Brescia,2005-05-07,https://www.fidal.it/atleta/TIBERTI-Tito/dqiRkpKkamc%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
33:13.9,,TERRANOVA Alessandro,1985,PM,A.S.D. C.U.S. CATANIA,5 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/TERRANOVA-Alessandro/h6iRlJembmg%3D,https://www.fidal.it/societa/A-S-D--C-U-S--CATANIA/CT067
33:14.29,,GALLINA Lewis,1983,PM,ATL.PONZANO G.R.AUTOTRASPORTI,13 su- 1,Treviso,2005-04-23,https://www.fidal.it/atleta/GALLINA-Lewis/eKyRkpOlb2Q%3D,https://www.fidal.it/societa/ATL-PONZANO-G-R-AUTOTRASPORTI/TV339
33:14.44,,BRUGE' Roberto,1969,SM35,GOLDEN CLUB RIMINI INTERNAT.,12 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/BRUGE-Roberto/eqiRkpKhamc%3D,https://www.fidal.it/societa/GOLDEN-CLUB-RIMINI-INTERNAT-/RN333
33:16.97,,CUPPOLONI Francesco,1983,PM,ATL. TRENTO CAVIT CR TRENTO,14 su- 1,Treviso,2005-04-23,https://www.fidal.it/atleta/CUPPOLONI-Francesco/fqiRkpqna2w%3D,https://www.fidal.it/societa/ATL--TRENTO-CAVIT-CR-TRENTO/TN101
33:17.3,,FERREMI Adriano,1985,PM,ATL. C.S.S.R. BRESCIA,8 su- 1,Brescia,2005-09-21,https://www.fidal.it/atleta/FERREMI-Adriano/dqqRkpKmbWo%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
33:18.3,,CIMAROLLI Omar,1972,SM,ATL. C.S.S.R. BRESCIA,9 su- 1,Brescia,2005-09-21,https://www.fidal.it/atleta/CIMAROLLI-Omar/d6iRkpOibGM%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
33:19.78,,DA PRATO Michele,1977,SM,A. ATL. CAMAIORE,10 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/DA-PRATO-Michele/faiRkpShbmo%3D,https://www.fidal.it/societa/A--ATL--CAMAIORE/LU106
33:20.2,,DEL NISTA Daniele,1985,PM,ATL. VIRTUS  CR LUCCA,4 se- 4,Roma,2005-04-30,https://www.fidal.it/atleta/DEL-NISTA-Daniele/faiRlJagb2k%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
33:20.4,,MALLOZZI Gianluca,1981,SM,LIB. POL. AMAT. ATL. BN,6 se- 2,Avellino,2005-04-24,https://www.fidal.it/atleta/MALLOZZI-Gianluca/f6iRlpWkcGY%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
33:20.62,,BENELLI Yuri,1976,SM,ATL. CASTELLO,11 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/BENELLI-Yuri/faiRlJmhcGM%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
33:21.78,,DINI Francesco,1976,SM,ATL. CUS PISA,12 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/DINI-Francesco/faiRk5qmb2g%3D,https://www.fidal.it/societa/ATL--CUS-PISA/PI071
33:24.6,,GIORDANI Davide,1969,SM35,ATL. C.S.S.R. BRESCIA,10 su- 1,Brescia,2005-09-21,https://www.fidal.it/atleta/GIORDANI-Davide/dqqRkpKkbmk%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
33:30.1,,LANZARINI Davide,1985,PM,ATLETICA ESTENSE,10 su- 1,Novara,2005-04-24,https://www.fidal.it/atleta/LANZARINI-Davide/eqiRlJSiamU%3D,https://www.fidal.it/societa/ATLETICA-ESTENSE/FE378
33:32.2,,LAISO Giovanni,1977,SM,ATL. ISAURA VALLE DELL'IRNO,7 se- 2,Avellino,2005-04-24,https://www.fidal.it/atleta/LAISO-Giovanni/gKiRkpOjaGM%3D,https://www.fidal.it/societa/ATL--ISAURA-VALLE-DELL-IRNO/SA146
33:36.4,,PIACENTINI Umbertino,1978,SM,COLLEFERRO ATLETICA,3 se- 2,Roma,2005-04-24,https://www.fidal.it/atleta/PIACENTINI-Umbertino/f6iRkpSncWs%3D,https://www.fidal.it/societa/COLLEFERRO-ATLETICA/RS012
33:37.0,,MANGIACOTTI Nunzio,1981,SM,ATLETICA TRE VALLI,1 se- 1,Osimo,2005-04-24,https://www.fidal.it/atleta/MANGIACOTTI-Nunzio/hKiRkpKhamQ%3D,https://www.fidal.it/societa/ATLETICA-TRE-VALLI/AN010
33:37.5,,VONA Francesco,1984,PM,CSU IDEATLETICA AURORA M,8 se- 2,Avellino,2005-04-24,https://www.fidal.it/atleta/VONA-Francesco/gKiRlJinaGg%3D,https://www.fidal.it/societa/CSU-IDEATLETICA-AURORA-M/SA127
33:37.6,,BONADDIO Gianluca,1978,SM,VIOLETTACLUB,6 su- 1,Sellia Marina,2005-04-24,https://www.fidal.it/atleta/BONADDIO-Gianluca/hqiRkpOjaGk%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
33:38.7,,MANDUCA Giovanni,1985,PM,A.S. DIL. ATL. LIBERTAS SCICLI,3 su- 1,Catania,2005-06-25,https://www.fidal.it/atleta/MANDUCA-Giovanni/h6iRlZWnaGo%3D,https://www.fidal.it/societa/A-S--DIL--ATL--LIBERTAS-SCICLI/RG402
33:42.26,,ARRIGUCCI Massimo,1985,PM,ATL. SESTINI,13 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/ARRIGUCCI-Massimo/faiRk5ula2w%3D,https://www.fidal.it/societa/ATL--SESTINI/AR051
33:45.9,,BECCE Donato,1977,SM,POL. ROCCO SCOTELLARO MT,3 su- 1,Locorotondo,2005-04-25,https://www.fidal.it/atleta/BECCE-Donato/haiRkpKkbGk%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
33:49.5,,INSALATA Michele,1982,SM,ATL. AMATORI CISTERNINO,4 su- 1,Locorotondo,2005-04-25,https://www.fidal.it/atleta/INSALATA-Michele/hKiSmZmjcGU%3D,https://www.fidal.it/societa/ATL--AMATORI-CISTERNINO/BR104
33:50.7,,ROMANO Marco,1976,SM,COLLEFERRO ATLETICA,1 se- 1,Velletri,2005-08-19,https://www.fidal.it/atleta/ROMANO-Marco/f6iRkpShcWY%3D,https://www.fidal.it/societa/COLLEFERRO-ATLETICA/RS012
33:51.6,,ELEUTERI Alessandro,1970,SM35,ATL. OLD DEVILS,2 se- 1,Velletri,2005-08-19,https://www.fidal.it/atleta/ELEUTERI-Alessandro/f6iRkpKjcGM%3D,https://www.fidal.it/societa/ATL--OLD-DEVILS/RS003
33:55.5,,LISITANO Massimo,1972,SM,A.S. DILETT. G.S.INDOMITA,7 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/LISITANO-Massimo/h6iRkpKlbWY%3D,https://www.fidal.it/societa/A-S--DILETT--G-S-INDOMITA/ME100
33:57.04,,REDOLFI Matteo,1984,PM,ATLETICA BECHER VITTORIO V.TO,18 su- 1,Treviso,2005-04-23,https://www.fidal.it/atleta/REDOLFI-Matteo/eaqRkpanbWQ%3D,https://www.fidal.it/societa/ATLETICA-BECHER-VITTORIO-V-TO/TV361
33:57.7,,ORTU Gavino,1963,SM40,POD AMATORI OLBIA,3 se- 1,Sanluri,2005-04-24,https://www.fidal.it/atleta/ORTU-Gavino/iKiRkpuhaWQ%3D,https://www.fidal.it/societa/POD-AMATORI-OLBIA/SS093
33:58.70,,MONTERUCCIOLI Flavio,1972,SM,A.S. ATLETICA 85 FAENZA,13 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/MONTERUCCIOLI-Flavio/eqiRlZOmcGs%3D,https://www.fidal.it/societa/A-S--ATLETICA-85-FAENZA/RA094
33:59.55,,BIBALO Steve,1987,JM,PRO PATRIA MILANO,4 su- 1,Lugano,2005-04-20,https://www.fidal.it/atleta/BIBALO-Steve/dquRkpOfbGc%3D,https://www.fidal.it/societa/PRO-PATRIA-MILANO/MI077
33:59.8,,AGOSTINACCHIO Marco,1971,SM,C.C.S. COGNE AOSTA ATLETICA,3 se- 1,Aosta,2005-04-21,https://www.fidal.it/atleta/AGOSTINACCHIO-Marco/jKiRkpWgb2c%3D,https://www.fidal.it/societa/C-C-S--COGNE-AOSTA-ATLETICA/AO001
34:02.8,,MACONI Daniele,1981,SM,POL. BESANESE,3 se- 1,Guanzate,2005-09-01,https://www.fidal.it/atleta/MACONI-Daniele/dqiRlJihcWs%3D,https://www.fidal.it/societa/POL--BESANESE/MI098
34:03.3,,RUGGERI Fabio,1986,JM,A.S. DIL. POL. V.S. AIRONI,2 su- 1,Messina,2005-05-25,https://www.fidal.it/atleta/RUGGERI-Fabio/h6iRlJWobmw%3D,https://www.fidal.it/societa/A-S--DIL--POL--V-S--AIRONI/PA388
34:03.5,,ARENA Giovanni,1977,SM,A.S. DIL. ATL.MAZZARINO,8 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/ARENA-Giovanni/h6iRlpKjcWM%3D,https://www.fidal.it/societa/A-S--DIL--ATL-MAZZARINO/CL154
34:03.7,,DI CINTIO Alessandro,1972,SM,A.S.D. FARNESE VINI ERCA PE,2 se- 1,Osimo,2005-04-24,https://www.fidal.it/atleta/DI-CINTIO-Alessandro/gaiRkpWhams%3D,https://www.fidal.it/societa/A-S-D--FARNESE-VINI-ERCA-PE/PE032
34:04.1,,PAFUMI Enrico,1982,SM,A.S. DIL. LIBERTAS CATANIA,9 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/PAFUMI-Enrico/h6iRk5elcGM%3D,https://www.fidal.it/societa/A-S--DIL--LIBERTAS-CATANIA/CT073
34:07.04,,GIANNI Roberto,1978,SM,G.S. ORECCHIELLA GARFAGNANA,14 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/GIANNI-Roberto/faiRkpShb2s%3D,https://www.fidal.it/societa/G-S--ORECCHIELLA-GARFAGNANA/LU103
34:07.43,,BASSI Alfredo,1965,SM40,ATL. SESTINI,15 se- 1,Lucca,2005-04-24,https://www.fidal.it/atleta/BASSI-Alfredo/faiRm5mhaGw%3D,https://www.fidal.it/societa/ATL--SESTINI/AR051
34:08.83,,BERNARDI Fabrizio,1969,SM35,A.S. ATLETICA 85 FAENZA,14 se- 2,Rubiera,2005-04-17,https://www.fidal.it/atleta/BERNARDI-Fabrizio/eqiRkpKoaGw%3D,https://www.fidal.it/societa/A-S--ATLETICA-85-FAENZA/RA094
34:09.5,,BELLI Francesco,1971,SM,COLLEFERRO ATLETICA,4 se- 2,Roma,2005-04-24,https://www.fidal.it/atleta/BELLI-Francesco/f6iRkpKkbGw%3D,https://www.fidal.it/societa/COLLEFERRO-ATLETICA/RS012
34:09.8,,BRAVI Paolo,1974,SM,A.S.ATL. MEZZOFONDO RECANATI,3 se- 1,Osimo,2005-04-24,https://www.fidal.it/atleta/BRAVI-Paolo/e6iRkpKgbGU%3D,https://www.fidal.it/societa/A-S-ATL--MEZZOFONDO-RECANATI/MC034
34:10.8,,SINIBALDI Marco,1972,SM,U.S. DILETTANT. ATERNO PESCARA,4 se- 1,Osimo,2005-04-24,https://www.fidal.it/atleta/SINIBALDI-Marco/gaiRkpKgaWc%3D,https://www.fidal.it/societa/U-S--DILETTANT--ATERNO-PESCARA/PE001
34:12.7,,CARUSO Gianfranco,1982,SM,A.S. DIL. MILONE,4 su- 1,Catania,2005-06-25,https://www.fidal.it/atleta/CARUSO-Gianfranco/h6iRlJuobmg%3D,https://www.fidal.it/societa/A-S--DIL--MILONE/SR128
34:13.7,,BELOTTI Alessandro,1984,PM,ATL. AMATORI CISTERNINO,5 su- 1,Locorotondo,2005-04-25,https://www.fidal.it/atleta/BELOTTI-Alessandro/hKiSmZqjb2M%3D,https://www.fidal.it/societa/ATL--AMATORI-CISTERNINO/BR104
34:16.82,,CIMAROLLI Omar,1972,SM,ATL. C.S.S.R. BRESCIA,11 se- 2,Brescia,2005-05-07,https://www.fidal.it/atleta/CIMAROLLI-Omar/d6iRkpOibGM%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
34:17.54,,FERREMI Adriano,1985,PM,ATL. C.S.S.R. BRESCIA,3 se- 1,Brescia,2005-05-07,https://www.fidal.it/atleta/FERREMI-Adriano/dqqRkpKmbWo%3D,https://www.fidal.it/societa/ATL--C-S-S-R--BRESCIA/BS284
34:19.82,,BARONI Simone,1987,JM,ATL. VALLE BREMBANA,4 se- 1,Brescia,2005-05-07,https://www.fidal.it/atleta/BARONI-Simone/dqmRl5OfbGc%3D,https://www.fidal.it/societa/ATL--VALLE-BREMBANA/BG223
34:21.92,,RUFFONI Giorgio,1986,JM,G.S. C.S.I. MORBEGNO,5 se- 1,Brescia,2005-05-07,https://www.fidal.it/atleta/RUFFONI-Giorgio/dqiRlpafbWY%3D,https://www.fidal.it/societa/G-S--C-S-I--MORBEGNO/SO114
34:23.6,,GIARDIELLO Saverio,1981,SM,MONTEMILETTO TEAM RUNNERS,1 se- 1,Avellino,2005-04-24,https://www.fidal.it/atleta/GIARDIELLO-Saverio/gKiRlJSkaWM%3D,https://www.fidal.it/societa/MONTEMILETTO-TEAM-RUNNERS/AV011
34:23.72,,SCARPA Andrea,1965,SM40,ATL.BIOTEKNA MARCON,19 su- 1,Treviso,2005-04-23,https://www.fidal.it/atleta/SCARPA-Andrea/eKiRkpiga2s%3D,https://www.fidal.it/societa/ATL-BIOTEKNA-MARCON/VE471
34:25.2,,SPEDICATO Salv.adriano,1983,PM,VIOLETTACLUB,7 su- 1,Sellia Marina,2005-04-24,https://www.fidal.it/atleta/SPEDICATO-Salv-adriano/h6iRlJqfbWY%3D,https://www.fidal.it/societa/VIOLETTACLUB/CZ234
34:25.6,,DEMURU Stefano,1971,SM,CUS ATL. 2000 MILANO,1 se- 1,Cormano,2005-06-23,https://www.fidal.it/atleta/DEMURU-Stefano/dq2RkpSobGU%3D,https://www.fidal.it/societa/CUS-ATL--2000-MILANO/MI259
34:29.1,,MARIOTTI Klaus,1975,SM,ATL. ZERBION ST-VINCENT CHAT,4 se- 1,Aosta,2005-04-21,https://www.fidal.it/atleta/MARIOTTI-Klaus/jKiRlJSobWo%3D,https://www.fidal.it/societa/ATL--ZERBION-ST-VINCENT-CHAT/AO007
34:30.9,,DI DOMENICO Rodolfo,1984,PM,A.S.A. DETUR NAPOLI,2 se- 1,Avellino,2005-04-24,https://www.fidal.it/atleta/DI-DOMENICO-Rodolfo/gKiRlZKfbGs%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
34:32.9,,POLLINI Angelo,1972,SM,G.S.A. CORNO MARCO ITALIA,4 se- 1,Guanzate,2005-09-01,https://www.fidal.it/atleta/POLLINI-Angelo/dqiRkpeobmU%3D,https://www.fidal.it/societa/G-S-A--CORNO-MARCO-ITALIA/CO216
34:34.0,,AGNELLO Vincenzo,1973,SM,A.S.D. ATHL. C.FUTURA PATERNO',10 su- 1,Ragusa,2005-04-23,https://www.fidal.it/atleta/AGNELLO-Vincenzo/h6iRkpOmcWQ%3D,https://www.fidal.it/societa/A-S-D--ATHL--C-FUTURA-PATERNO-/CT431
34:38.21,,OTTONI Vittorio,1957,SM45,C.U.S. PARMA,6 su- 1,Comacchio,2005-06-03,https://www.fidal.it/atleta/OTTONI-Vittorio/dqiRlJOoamQ%3D,https://www.fidal.it/societa/C-U-S--PARMA/PR068
34:38.9,,MARTUFI Michele,1976,SM,ATL. ELPIDIENSE AVIS AIDO,5 se- 1,Osimo,2005-04-24,https://www.fidal.it/atleta/MARTUFI-Michele/e6iRkpKkbGw%3D,https://www.fidal.it/societa/ATL--ELPIDIENSE-AVIS-AIDO/FM008
34:39.3,,DI MARO Maurizio,1978,SM,ATLETICA 42195 'BLU FRIDA',5 se- 1,Guanzate,2005-09-01,https://www.fidal.it/atleta/DI-MARO-Maurizio/dquRkpOjaWo%3D,https://www.fidal.it/societa/ATLETICA-42195-BLU-FRIDA-/CO527
34:40.3,,MOIO Demetrio,1982,SM,A.S. DILETT. ATL.VILLAFRANCA,1 su- 1,Messina,2005-10-07,https://www.fidal.it/atleta/MOIO-Demetrio/h6iRk5uoa2c%3D,https://www.fidal.it/societa/A-S--DILETT--ATL-VILLAFRANCA/ME102
